Altitude,Slope_Orientation,Slope,Horizontal_Distance_To_Water,Vertical_Distance_To_Water,Horizontal_Distance_To_Roadways,Shadow_Index_9h,Shadow_Index_12h,Shadow_Index_15h,Horizontal_Distance_To_Fire_Points,Canopy_Density,Rainfall_Summer,Rainfall_Winter,Wind_Exposure_Level,Vegetation_Type,Soil_Type_Enc,Wilderness_Area_Enc,Vegetation_Type_Enc
2170,14,22,242,89,532,193,189,126,547,64.45,192.69,1020.31,9.96,Type_3,28,3,1
2210,272,15,297,162,339,179,243,203,830,48.83,353.28,262.97,48.44,Type_3,18,3,1
2346,45,11,242,59,524,223,215,125,601,82.18,331.99,460.87,35.1,Type_3,17,3,1
2081,28,32,277,102,450,190,155,82,470,61.12,383.95,304.35,5.02,Type_3,28,3,1
2443,330,14,108,13,942,185,222,176,1290,54.0,412.0,1035.43,15.71,Type_3,28,3,1
2391,78,26,361,117,360,242,183,55,959,48.74,197.2,333.46,21.17,Type_3,26,1,1
2385,327,23,170,80,297,158,207,185,242,50.4,316.72,820.52,52.27,Type_3,18,3,1
2207,331,22,277,167,319,164,207,180,811,84.62,315.68,1069.08,64.38,Type_3,18,3,1
2343,83,10,0,0,228,235,222,119,837,59.68,307.86,577.9,44.54,Type_3,19,3,1
2574,249,8,417,95,2389,203,246,182,484,67.08,284.17,665.88,31.72,Type_3,27,1,1
2622,34,7,212,20,1707,219,224,141,924,62.08,152.64,944.47,64.82,Type_3,27,1,1
2103,225,20,127,39,564,188,254,197,875,46.57,193.28,874.79,6.69,Type_3,28,3,1
2226,256,37,270,142,1284,111,233,243,636,70.36,411.57,977.99,5.84,Type_3,18,3,1
2489,207,29,212,63,1986,188,251,182,134,56.72,405.11,476.13,57.28,Type_3,17,1,1
2409,178,31,120,51,524,216,240,133,1150,54.38,237.71,184.62,21.12,Type_3,17,3,1
2436,295,20,108,22,306,161,231,208,828,59.5,392.08,710.57,27.12,Type_3,18,3,1
2773,55,9,242,43,2574,226,221,128,2069,78.15,226.93,95.92,9.29,Type_3,16,1,1
2172,308,33,182,100,1364,114,199,216,624,53.86,210.83,118.51,55.37,Type_3,18,3,1
2510,313,8,600,120,977,199,234,175,366,33.16,164.2,239.84,43.17,Type_3,28,3,1
2517,127,12,0,0,1195,240,232,120,497,65.48,290.17,983.5,54.63,Type_3,17,1,1
2510,49,32,297,102,1388,215,155,52,553,55.42,204.13,1050.62,59.95,Type_3,18,1,1
2237,89,14,162,86,1503,240,217,104,175,79.72,155.29,1110.47,45.1,Type_3,18,3,1
2419,203,20,60,12,1207,206,253,175,990,78.45,347.36,294.8,42.96,Type_3,17,1,1
2612,203,26,240,-27,1124,197,252,177,942,67.58,265.4,563.23,10.86,Type_3,17,1,1
2449,236,14,335,143,1073,195,251,192,1319,62.24,440.84,1054.9,58.06,Type_3,28,3,1
2482,356,16,543,92,1249,193,211,154,564,40.91,235.41,655.0,26.77,Type_3,28,3,1
2401,41,10,402,159,1571,221,219,132,752,44.81,357.35,542.88,16.75,Type_3,28,3,1
2342,329,21,319,162,1348,166,210,181,513,85.47,239.8,558.33,14.42,Type_3,18,3,1
2194,21,28,150,69,1120,190,170,104,1112,71.73,405.82,660.99,37.75,Type_3,18,3,1
2611,312,22,285,197,376,155,218,201,966,78.4,389.16,684.43,46.48,Type_3,18,3,1
2282,11,40,361,-7,638,149,130,94,384,41.94,370.12,536.27,7.58,Type_3,18,3,1
2738,231,34,313,93,3181,149,247,218,1600,83.4,304.46,150.56,44.18,Type_3,17,1,1
2358,73,15,201,59,408,236,210,102,618,42.21,276.15,819.7,47.69,Type_3,17,3,1
2544,307,7,242,18,577,201,236,175,1180,40.3,445.22,201.15,55.38,Type_3,28,3,1
2400,127,15,277,30,1230,243,229,111,750,46.44,300.64,395.5,20.65,Type_3,28,3,1
2634,200,6,60,-5,1140,218,245,163,780,50.14,169.58,944.86,11.39,Type_3,19,1,1
2429,148,17,301,86,624,241,236,118,671,55.61,156.41,251.38,47.04,Type_3,26,3,1
2555,117,1,417,32,1060,220,237,153,1158,45.75,192.05,722.82,64.36,Type_3,27,1,1
1948,347,13,0,0,180,194,218,162,558,60.83,210.8,733.77,42.73,Type_3,18,3,1
2370,188,29,30,3,573,209,246,152,1243,77.65,267.61,348.54,61.86,Type_3,17,3,1
2289,297,29,124,54,1260,126,216,223,664,41.2,441.88,991.79,15.93,Type_3,18,3,1
2194,170,24,300,175,481,229,242,130,175,78.16,404.88,864.81,33.62,Type_3,25,3,1
2136,232,26,95,52,1124,169,252,211,382,59.46,384.25,316.23,6.69,Type_3,29,3,1
2270,347,20,306,84,1211,177,203,161,745,67.94,348.04,150.57,64.57,Type_3,28,3,1
2498,324,2,335,55,42,214,236,160,1698,51.36,428.54,1039.02,10.84,Type_3,28,3,1
2328,106,8,331,104,785,233,231,130,108,57.98,249.59,158.63,54.33,Type_3,28,3,1
2471,53,14,134,28,228,227,210,113,1829,79.8,160.0,716.42,46.98,Type_3,28,3,1
2471,351,6,256,39,618,209,229,159,1528,51.6,179.02,1120.81,35.75,Type_3,28,3,1
2506,19,9,162,23,480,214,220,143,1495,36.02,341.35,907.33,54.42,Type_3,28,3,1
2631,104,19,182,51,1740,248,213,86,1032,54.51,327.93,356.83,61.6,Type_3,16,1,1
2199,17,21,60,9,942,197,190,123,342,49.46,363.83,185.31,34.32,Type_3,18,3,1
2462,71,15,67,19,309,236,210,102,1889,69.77,447.82,717.34,47.0,Type_3,28,3,1
2357,329,29,108,36,150,137,191,186,175,80.38,232.93,786.85,16.45,Type_3,18,3,1
2624,162,22,120,40,1621,235,240,124,2646,89.15,440.26,1056.18,33.57,Type_3,17,1,1
2042,55,34,285,81,350,218,148,37,240,58.07,400.21,691.89,13.08,Type_3,25,3,1
2598,181,35,150,74,2377,208,236,131,960,57.16,220.75,180.16,10.01,Type_3,17,1,1
2399,59,17,301,61,1377,231,202,98,671,52.6,349.78,922.22,38.92,Type_3,28,3,1
2404,50,21,42,-2,745,224,189,89,864,71.6,261.68,864.07,49.34,Type_3,18,3,1
2292,282,30,418,154,603,125,226,233,1627,48.78,442.53,1184.86,34.67,Type_3,18,3,1
2565,134,20,361,112,787,247,226,98,1045,55.86,276.51,739.22,36.6,Type_3,27,1,1
2351,351,17,430,226,953,188,209,157,1362,78.75,324.17,448.2,58.68,Type_3,18,3,1
2451,58,14,124,26,735,229,211,112,1176,75.72,403.36,564.35,30.07,Type_3,25,3,1
2620,211,11,42,12,1527,211,250,174,323,60.06,275.88,696.82,5.52,Type_3,17,1,1
2421,145,20,268,51,1200,243,232,109,1557,84.1,408.25,205.33,17.07,Type_3,17,1,1
2318,80,12,30,7,1230,236,219,113,134,46.62,431.5,130.08,57.7,Type_3,28,3,1
2018,303,24,60,23,120,145,220,211,228,57.63,421.07,227.23,56.7,Type_3,25,3,1
2120,289,33,95,42,1308,110,215,234,577,50.79,320.72,279.54,31.72,Type_3,18,3,1
2248,303,31,95,37,1342,120,208,220,691,58.61,152.44,856.96,6.05,Type_3,18,3,1
2405,130,15,402,158,1134,243,231,113,1146,70.25,301.51,902.06,49.19,Type_3,27,3,1
2190,1,41,524,33,566,133,133,113,778,51.27,430.38,847.32,29.42,Type_3,18,3,1
2421,56,14,90,34,886,228,211,113,1361,58.16,322.47,161.13,15.57,Type_3,28,3,1
2409,141,32,255,153,1486,247,211,66,474,64.75,445.78,256.77,36.53,Type_3,26,3,1
2330,35,8,360,106,760,219,224,140,108,69.7,426.53,1048.73,50.63,Type_3,28,3,1
2211,153,35,90,31,1597,237,218,80,90,37.35,411.44,264.99,23.77,Type_3,26,3,1
2494,313,10,592,265,870,193,233,179,342,50.6,392.4,306.8,6.4,Type_3,18,3,1
2473,305,15,190,38,514,178,231,193,1738,88.35,304.89,135.52,21.06,Type_3,28,3,1
2229,301,24,42,14,685,148,222,212,1674,40.19,185.63,420.86,6.61,Type_3,18,3,1
2622,17,14,571,111,658,208,210,137,979,70.02,419.5,275.06,15.92,Type_3,16,3,1
2197,316,28,42,20,594,135,204,203,1337,41.97,345.97,1197.6,32.72,Type_3,18,3,1
2112,271,30,180,82,366,127,232,237,408,30.89,383.58,961.61,62.55,Type_3,18,3,1
2579,185,5,67,2,738,221,244,158,1263,47.11,377.57,172.62,16.92,Type_3,16,1,1
2061,242,36,67,32,408,129,241,232,576,58.27,419.61,854.8,37.49,Type_3,29,3,1
2623,165,29,120,0,1381,231,234,113,924,35.08,160.61,1192.94,10.87,Type_3,17,1,1
2304,99,20,201,10,277,248,209,80,990,53.65,201.26,277.76,7.1,Type_3,26,3,1
2673,166,26,201,89,1869,231,238,121,1403,43.69,264.42,110.19,11.88,Type_3,17,1,1
2539,346,15,339,64,1263,191,216,163,1057,79.92,435.23,282.72,43.08,Type_3,18,1,1
2263,52,31,42,22,1468,219,159,53,960,81.12,266.09,1081.91,54.56,Type_3,18,3,1
2594,357,15,516,208,769,196,212,153,1087,63.98,365.47,356.69,50.18,Type_3,18,3,1
2346,69,21,124,74,1624,237,195,80,767,55.28,250.46,1139.85,24.38,Type_3,27,3,1
2361,6,19,150,72,361,194,201,141,459,76.17,389.23,287.7,39.33,Type_3,18,3,1
2367,314,47,228,143,1273,59,155,210,962,85.15,423.07,1105.81,16.15,Type_3,18,3,1
2596,202,12,242,51,1599,214,251,169,1690,70.33,188.63,910.4,9.24,Type_3,27,1,1
2046,360,29,124,97,150,165,174,136,127,34.1,359.66,204.06,55.93,Type_3,18,3,1
2232,291,28,42,16,738,132,222,225,1608,84.88,304.15,687.69,14.78,Type_3,18,3,1
2337,267,19,437,75,255,168,244,213,641,43.79,310.65,131.11,5.25,Type_3,18,3,1
2260,311,14,228,135,564,182,230,187,342,69.78,435.1,452.08,35.57,Type_3,28,3,1
2519,311,13,382,15,90,183,230,187,1749,48.31,258.14,918.44,49.67,Type_3,28,3,1
2569,256,30,424,81,785,139,242,233,1129,59.78,409.85,454.84,34.75,Type_3,27,1,1
2262,308,31,90,52,860,122,204,215,649,45.79,419.95,683.84,58.09,Type_3,18,3,1
2628,86,18,700,28,742,244,207,86,1203,55.97,231.84,151.15,18.22,Type_3,16,1,1
2208,336,28,134,55,1383,147,189,174,872,73.85,327.33,129.2,62.85,Type_3,18,3,1
2267,3,37,150,85,1400,146,144,115,1103,58.88,414.99,102.29,54.43,Type_3,18,3,1
2061,46,31,108,66,180,212,157,58,342,75.05,303.62,971.63,49.22,Type_3,18,3,1
2172,325,20,313,170,420,167,214,185,95,49.69,374.29,489.56,64.22,Type_3,25,3,1
2642,147,19,258,41,469,242,234,113,277,35.88,375.01,105.73,40.92,Type_3,17,1,1
2633,93,19,124,47,1612,246,207,81,1173,62.63,177.14,552.91,49.62,Type_3,26,1,1
2282,51,20,335,84,840,226,192,92,854,78.0,175.56,878.75,26.86,Type_3,28,3,1
2347,291,24,85,5,1213,145,227,219,1022,54.81,413.16,428.56,24.99,Type_3,18,3,1
2399,71,13,300,61,1347,234,214,110,685,41.35,247.39,873.52,41.46,Type_3,28,3,1
2517,190,29,330,61,931,206,247,156,1116,65.24,169.75,746.45,64.94,Type_3,26,1,1
2290,131,30,67,33,1080,252,208,60,907,32.02,338.28,520.1,5.43,Type_3,28,3,1
2394,20,15,446,238,1019,208,208,134,1148,84.9,197.29,887.25,56.69,Type_3,28,3,1
2520,190,9,228,37,949,220,248,161,967,89.93,246.54,336.0,62.21,Type_3,27,1,1
2304,125,17,85,29,649,246,225,101,779,41.19,385.89,740.65,26.5,Type_3,17,3,1
2315,346,4,212,91,1025,212,233,159,216,34.61,414.35,306.8,40.23,Type_3,28,3,1
2565,84,6,466,18,1230,229,229,133,1443,35.94,405.44,464.39,43.64,Type_3,27,1,1
2083,310,35,60,60,150,107,193,215,642,54.58,272.99,790.02,22.08,Type_3,18,3,1
2498,214,24,30,-1,1249,190,254,190,510,74.41,294.32,522.04,7.65,Type_3,17,1,1
2454,175,29,175,68,190,221,240,130,871,81.55,194.98,109.29,17.7,Type_3,17,1,1
2488,132,30,67,28,1034,251,209,62,1419,35.04,298.74,99.9,18.77,Type_3,17,1,1
2552,121,21,95,28,1513,250,218,85,1415,60.02,189.31,367.67,60.69,Type_3,17,1,1
2167,320,16,488,165,589,178,224,185,300,38.93,247.46,955.82,34.25,Type_3,25,3,1
2067,256,22,134,74,216,164,247,218,330,41.77,302.16,319.75,49.87,Type_3,25,3,1
2411,49,21,201,66,600,224,190,92,408,49.2,338.04,488.58,22.16,Type_3,29,3,1
2354,253,26,516,129,524,152,246,225,1740,62.67,280.75,197.15,9.04,Type_3,18,3,1
2457,69,20,153,34,1565,237,198,84,390,80.11,326.57,348.08,6.85,Type_3,18,1,1
2465,23,26,255,92,698,194,173,104,1199,58.63,380.1,1006.14,21.67,Type_3,18,3,1
2358,343,9,162,49,1332,202,227,163,350,34.61,387.15,287.82,61.43,Type_3,28,3,1
2233,230,23,216,-4,391,177,253,206,573,68.06,335.41,826.03,58.91,Type_3,29,3,1
2132,254,32,242,134,408,130,240,236,531,43.59,299.87,749.6,53.7,Type_3,25,3,1
2333,116,7,30,2,1355,233,233,133,256,51.15,251.78,318.1,57.46,Type_3,28,3,1
2393,16,16,124,37,537,204,204,133,1073,48.26,290.53,1066.36,50.0,Type_3,18,3,1
2591,122,26,85,43,1114,253,210,67,658,65.29,321.23,371.03,58.55,Type_3,14,1,1
2598,214,23,30,7,2919,192,254,189,1172,76.51,204.6,198.04,30.95,Type_3,17,1,1
2411,7,23,277,100,1451,187,189,133,371,66.26,336.34,833.93,48.89,Type_3,18,3,1
2401,0,30,480,195,1110,161,168,132,201,50.73,405.24,601.22,37.88,Type_3,18,3,1
2237,29,34,361,160,424,187,146,73,616,42.86,244.47,103.83,26.78,Type_3,18,3,1
2595,162,34,582,187,570,230,225,96,1381,51.37,329.85,627.73,16.38,Type_3,17,1,1
2472,150,29,210,86,240,242,225,91,938,38.42,208.44,821.16,33.36,Type_3,17,1,1
2111,300,30,60,33,1409,123,212,222,730,57.98,166.61,727.57,7.76,Type_3,18,3,1
2453,165,22,30,-3,1332,233,241,128,636,75.5,316.51,255.33,27.88,Type_3,17,1,1
2581,202,23,170,65,1230,203,253,174,1266,62.11,248.25,305.14,23.12,Type_3,26,1,1
2378,93,16,190,29,582,243,214,96,658,35.43,359.39,1039.82,22.82,Type_3,29,3,1
2439,72,5,272,96,659,226,230,138,618,41.15,331.95,1044.2,38.4,Type_3,28,3,1
2809,148,22,551,79,2646,243,232,107,2005,30.64,205.02,871.77,14.34,Type_3,17,1,1
2503,204,27,192,94,1422,193,252,178,832,59.28,352.06,189.11,30.79,Type_3,17,1,1
2394,64,10,324,166,467,230,219,122,1855,30.61,329.87,106.67,56.01,Type_3,28,3,1
2037,57,32,30,17,228,223,155,41,484,31.55,191.1,312.29,46.79,Type_3,18,3,1
2361,280,22,430,109,319,155,236,219,696,42.45,347.9,748.81,43.39,Type_3,18,3,1
2481,62,9,175,38,190,228,221,125,1786,63.95,434.13,191.14,34.66,Type_3,28,3,1
2414,233,7,391,216,402,208,247,175,780,81.88,186.82,141.07,45.28,Type_3,16,3,1
2161,333,36,85,53,537,117,170,178,365,87.17,290.41,1155.05,6.48,Type_3,18,3,1
2529,43,33,319,122,1293,205,148,54,655,57.42,271.57,846.58,49.56,Type_3,18,1,1
2581,162,15,552,111,616,233,243,136,659,60.59,421.66,1093.33,8.29,Type_3,27,1,1
2522,227,12,242,37,942,203,251,183,1008,37.64,286.99,1137.35,15.62,Type_3,27,1,1
2290,28,29,85,49,1425,195,165,91,997,68.68,194.35,564.08,9.12,Type_3,18,3,1
2541,159,21,503,133,481,237,239,121,1338,80.22,185.76,1112.2,28.11,Type_3,17,1,1
2286,335,5,150,41,660,209,233,163,582,87.64,268.45,936.16,12.1,Type_3,27,3,1
2631,96,2,212,27,1784,223,236,149,812,76.54,162.58,423.65,32.28,Type_3,27,1,1
2257,328,30,150,85,540,133,189,187,510,59.57,235.33,721.21,44.09,Type_3,27,3,1
2356,100,13,127,12,495,241,222,109,726,86.87,309.26,922.54,24.44,Type_3,27,3,1
2266,350,38,60,52,1200,127,149,142,417,48.47,403.79,206.84,16.99,Type_3,18,3,1
2194,341,34,270,153,319,130,169,165,768,34.27,365.02,709.67,28.23,Type_3,18,3,1
2408,311,18,150,26,309,170,225,195,767,43.84,266.92,371.23,46.23,Type_3,18,3,1
2551,110,6,589,70,953,231,233,135,1221,56.14,371.32,339.43,6.11,Type_3,27,1,1
2823,104,20,573,191,2608,249,210,80,1940,57.27,178.74,840.17,11.09,Type_3,18,1,1
2454,291,16,297,128,342,174,236,202,430,84.89,184.17,943.46,31.75,Type_3,18,3,1
2519,116,18,228,54,553,248,220,93,1050,82.62,167.31,586.78,63.94,Type_3,27,1,1
2450,6,18,510,257,976,195,203,142,977,58.96,175.26,176.95,57.8,Type_3,28,3,1
2280,277,20,30,12,335,163,240,215,725,87.74,435.99,375.36,51.3,Type_3,18,3,1
2356,359,16,30,10,390,195,210,151,942,86.01,187.75,470.44,26.94,Type_3,19,3,1
2011,67,37,153,103,190,228,141,12,524,61.0,286.12,129.14,46.82,Type_3,29,3,1
2531,96,9,297,48,120,234,228,125,1880,34.37,388.04,434.94,55.71,Type_3,28,3,1
2013,293,36,95,65,285,101,207,234,553,84.37,356.0,1160.07,52.33,Type_3,18,3,1
2408,1,21,408,220,957,184,195,144,1142,79.65,373.4,936.63,16.91,Type_3,29,3,1
2264,351,28,210,74,1153,160,181,151,300,40.7,258.74,1142.24,38.09,Type_3,18,3,1
2469,100,18,258,82,750,247,212,88,268,74.16,294.86,103.97,26.85,Type_3,27,3,1
2187,120,27,85,45,1410,254,205,60,277,34.4,268.97,568.95,17.73,Type_3,26,3,1
2038,59,31,190,130,228,225,160,45,560,69.28,373.72,529.61,5.22,Type_3,29,3,1
2494,223,31,247,68,2018,166,251,205,127,53.95,358.6,500.26,57.84,Type_3,17,1,1
2567,202,28,319,158,1465,195,251,174,882,35.44,232.7,1082.52,55.17,Type_3,17,1,1
2448,50,25,85,0,850,222,178,76,895,57.92,296.63,872.3,12.42,Type_3,18,3,1
2289,315,22,319,109,1061,157,216,197,1207,50.51,281.4,791.57,15.17,Type_3,18,3,1
2320,228,17,150,47,1087,193,253,194,837,45.86,237.84,378.52,42.69,Type_3,28,3,1
2531,53,14,323,71,1026,227,209,112,1290,56.02,442.37,968.67,39.97,Type_3,17,1,1
2185,285,39,134,108,258,88,208,243,633,81.23,292.39,370.35,19.37,Type_3,18,3,1
2432,71,25,60,-10,808,238,183,61,832,60.22,372.26,734.21,19.24,Type_3,29,3,1
2392,126,17,108,49,488,246,227,104,511,79.65,309.82,344.53,43.82,Type_3,26,3,1
2389,264,14,67,3,630,184,246,201,969,83.41,176.96,1117.84,36.78,Type_3,26,1,1
2206,267,36,192,120,360,106,227,245,551,42.69,363.92,827.57,14.91,Type_3,18,3,1
2294,330,38,150,85,1390,105,166,184,1006,37.94,377.8,240.35,9.92,Type_3,18,3,1
2408,105,17,283,110,859,247,216,91,825,35.95,322.45,1015.84,36.38,Type_3,26,3,1
2449,185,28,0,0,674,212,246,149,1040,58.15,181.2,954.66,7.45,Type_3,17,1,1
2413,188,32,95,57,342,205,243,149,1061,62.45,315.62,142.06,37.25,Type_3,17,3,1
2244,34,9,0,0,1537,219,221,137,1080,39.27,194.16,1135.0,30.95,Type_3,19,3,1
2368,357,15,255,23,1452,196,212,153,499,63.88,278.48,93.44,26.47,Type_3,28,3,1
2198,102,34,283,26,664,252,174,20,677,33.01,337.8,428.21,18.7,Type_3,28,3,1
2566,43,15,514,-33,900,221,205,115,1055,79.0,341.35,710.89,35.6,Type_3,17,1,1
2688,177,26,228,133,2554,223,244,137,1084,40.29,337.24,243.77,30.44,Type_3,17,1,1
2108,303,25,30,6,1318,142,218,212,932,55.96,370.15,1171.83,44.01,Type_3,19,3,1
2593,202,23,277,54,1441,202,253,175,2017,88.86,380.03,886.72,36.1,Type_3,17,1,1
2318,301,29,60,38,450,127,213,220,1664,48.22,253.2,710.51,40.36,Type_3,18,3,1
2398,274,12,95,9,1201,189,243,193,1022,32.39,274.29,567.57,46.76,Type_3,28,3,1
2721,239,24,258,129,2969,168,252,214,1440,52.12,169.96,1088.42,33.53,Type_3,17,1,1
2385,50,7,408,128,1148,224,225,136,1153,67.7,431.15,921.58,37.2,Type_3,27,3,1
2370,47,21,60,41,1127,222,190,94,1130,37.41,276.47,552.71,18.39,Type_3,28,3,1
2525,147,16,85,16,1057,239,237,123,1719,79.77,157.89,814.01,39.86,Type_3,17,1,1
2599,349,8,525,38,658,205,226,160,768,35.0,390.76,1165.49,47.04,Type_3,16,1,1
2800,177,20,379,172,3048,226,247,145,1475,83.35,372.34,136.04,23.04,Type_3,17,1,1
2449,345,18,60,17,782,181,208,164,1341,71.27,223.82,541.13,63.2,Type_3,28,3,1
2317,356,32,182,117,1410,152,166,139,960,74.92,388.85,742.43,11.69,Type_3,18,3,1
2436,175,17,242,-81,1188,227,247,145,1476,45.91,449.27,934.1,57.2,Type_3,27,1,1
2239,329,25,342,175,742,154,202,184,488,85.75,430.3,207.26,48.66,Type_3,18,3,1
2248,36,34,330,197,552,197,146,61,300,55.1,419.14,151.7,32.09,Type_3,18,3,1
2367,69,20,182,57,351,237,196,82,636,34.99,281.61,626.91,53.93,Type_3,17,3,1
2535,164,18,234,81,726,233,243,133,912,78.62,444.87,1068.87,39.52,Type_3,17,1,1
2520,33,16,30,4,1173,215,205,121,1641,64.88,232.24,521.3,7.29,Type_3,18,1,1
2026,271,34,60,23,212,114,228,242,277,88.88,220.25,769.47,40.05,Type_3,19,3,1
2396,270,12,108,10,600,188,244,195,930,31.52,354.68,1111.12,11.13,Type_3,26,1,1
2228,87,29,30,14,1441,248,178,39,750,61.29,202.92,644.94,58.31,Type_3,17,3,1
2429,182,28,150,71,485,216,245,143,1113,48.5,163.64,829.78,41.89,Type_3,17,3,1
2671,187,29,108,58,2121,209,246,150,484,78.84,385.87,668.16,12.06,Type_3,17,1,1
2380,300,24,134,42,1383,147,222,212,825,57.51,210.88,740.07,62.58,Type_3,18,3,1
2399,254,31,30,5,573,137,242,233,1057,52.9,375.26,1199.88,23.24,Type_3,17,1,1
2296,122,28,85,30,1273,253,206,60,624,84.91,343.67,1007.56,41.59,Type_3,26,3,1
2259,25,34,30,7,1485,182,148,81,1001,46.54,153.36,269.76,49.09,Type_3,18,3,1
2431,97,12,30,7,902,240,222,110,1266,81.47,426.0,206.99,60.41,Type_3,28,3,1
2657,135,17,458,69,661,244,231,110,469,73.15,233.86,898.7,11.63,Type_3,27,1,1
2492,319,30,180,78,277,129,197,200,858,67.15,354.49,951.98,30.93,Type_3,18,3,1
2414,27,13,134,10,1323,214,211,130,708,44.7,411.01,1116.51,13.99,Type_3,18,1,1
2187,21,32,42,31,1222,181,154,92,940,65.49,291.87,924.49,24.16,Type_3,18,3,1
2646,52,12,342,72,1150,226,215,121,815,81.13,397.53,495.39,9.83,Type_3,16,1,1
2423,140,12,598,117,805,238,236,127,1140,78.96,388.47,733.57,60.27,Type_3,28,3,1
2501,219,12,120,33,757,206,251,180,924,70.07,294.78,911.93,37.2,Type_3,27,1,1
2536,166,25,488,128,480,231,239,124,1298,31.66,433.81,991.42,44.04,Type_3,17,1,1
1936,163,13,120,37,127,232,243,140,816,87.96,367.46,1068.97,9.54,Type_3,26,3,1
2081,117,31,150,53,270,254,194,42,553,87.77,421.54,376.08,25.49,Type_3,29,3,1
2278,244,34,510,-51,700,134,243,231,859,66.52,388.03,210.89,24.04,Type_3,29,3,1
2199,200,22,60,15,277,206,253,171,426,65.94,345.32,170.78,39.12,Type_3,27,3,1
2366,263,10,417,194,1463,195,245,189,664,39.04,217.86,131.45,7.75,Type_3,28,3,1
2631,147,23,95,26,2002,244,230,102,1533,33.03,168.42,397.7,57.64,Type_3,17,1,1
2343,48,11,175,56,513,224,215,123,663,61.16,404.02,769.41,42.09,Type_3,17,3,1
2437,67,25,30,-5,824,235,182,64,859,89.43,333.48,1149.73,51.34,Type_3,29,3,1
2030,77,22,67,9,474,241,195,74,616,55.17,313.58,1194.43,62.15,Type_3,28,3,1
2314,321,21,330,171,1068,162,215,190,480,50.6,432.46,292.08,34.71,Type_3,18,3,1
2049,127,20,60,0,618,248,223,94,787,61.78,245.39,443.78,6.8,Type_3,27,3,1
2553,3,8,162,40,1243,209,225,153,1172,73.14,362.57,1068.62,21.93,Type_3,18,1,1
2645,4,15,313,97,566,199,210,147,1224,37.18,342.33,792.39,12.78,Type_3,27,1,1
2435,292,20,60,21,362,159,232,211,912,70.57,336.1,107.94,15.61,Type_3,18,3,1
2683,209,33,127,73,2095,178,249,186,454,66.37,388.76,677.31,47.25,Type_3,17,1,1
2423,245,11,331,-77,1082,198,249,188,1399,84.93,276.5,936.17,50.2,Type_3,27,1,1
2172,8,33,60,19,1317,164,157,115,1092,30.97,257.12,730.65,52.43,Type_3,18,3,1
2334,336,16,42,7,256,184,217,172,849,71.5,262.31,371.61,48.02,Type_3,18,3,1
2584,105,7,408,129,446,232,232,133,242,51.45,238.42,238.4,35.1,Type_3,27,1,1
2390,123,15,418,103,1006,244,228,110,999,39.99,338.74,1079.78,10.52,Type_3,27,3,1
2549,135,4,618,15,911,226,238,146,1140,81.31,294.26,952.51,29.23,Type_3,27,1,1
2530,228,26,30,1,1191,174,253,206,513,39.0,192.81,688.38,54.04,Type_3,17,1,1
2453,140,17,577,183,858,243,233,113,1053,73.55,151.78,1038.96,16.21,Type_3,28,3,1
2549,102,23,277,59,1026,251,202,66,815,56.47,232.53,950.58,53.92,Type_3,17,1,1
2170,337,33,108,65,524,131,176,173,361,45.65,395.84,1174.7,29.07,Type_3,18,3,1
2398,90,9,210,24,570,235,225,121,871,75.01,265.78,718.76,42.46,Type_3,27,1,1
2466,287,15,361,196,1167,176,238,202,612,44.64,237.06,872.64,24.62,Type_3,18,3,1
2249,334,33,277,147,1198,127,177,178,1136,71.03,405.28,689.87,32.6,Type_3,18,3,1
2039,267,15,30,0,450,180,245,204,633,44.67,156.78,804.54,8.77,Type_3,19,3,1
2316,110,16,150,29,1165,245,221,100,992,62.25,293.47,650.69,15.57,Type_3,26,3,1
2469,310,16,134,6,30,174,227,192,335,79.1,237.82,512.52,50.46,Type_3,28,3,1
2537,163,15,277,82,757,233,243,136,957,53.76,299.77,556.31,26.11,Type_3,17,1,1
2669,126,16,361,25,807,245,227,106,485,49.23,390.45,282.14,10.25,Type_3,27,1,1
2743,232,20,297,143,2912,185,254,201,1380,33.95,403.07,185.99,36.27,Type_3,17,1,1
2314,305,28,212,103,1008,134,213,214,108,46.13,239.14,140.97,26.92,Type_3,18,3,1
2471,141,25,85,25,684,247,224,90,768,71.44,182.25,829.18,51.95,Type_3,17,1,1
2592,207,14,210,47,1616,209,252,175,1657,31.43,340.21,1003.17,29.16,Type_3,17,1,1
2281,310,46,108,91,1401,58,162,218,1073,65.8,235.61,463.23,5.96,Type_3,18,3,1
2556,174,18,430,182,819,228,246,142,918,86.61,368.39,1089.06,56.52,Type_3,26,1,1
2022,66,34,134,39,192,230,152,25,577,73.76,360.15,321.62,52.25,Type_3,29,3,1
2586,232,20,85,47,1252,184,254,201,514,62.63,359.72,727.44,61.58,Type_3,17,1,1
2436,53,24,175,29,1366,225,182,78,618,53.02,421.27,202.05,37.9,Type_3,18,1,1
2032,120,33,190,79,228,254,193,38,459,61.4,174.1,1100.97,9.22,Type_3,29,3,1
2763,157,22,485,129,2589,238,237,118,2083,46.24,299.04,158.09,34.88,Type_3,17,1,1
2166,280,37,60,45,782,96,215,244,633,38.06,206.78,556.11,37.18,Type_3,18,3,1
2344,339,31,242,147,841,139,179,169,1492,70.47,327.58,386.22,47.48,Type_3,18,3,1
